LOCATION;TIME;VALUE
AUS;2006;10.8223481611622
AUS;2007;11.908116241574
AUS;2008;12.690490115317
AUS;2010;11.6544447924914
AUS;2011;9.94809376233771
AUS;2012;12.70593098198
AUS;2013;8.89543289176863
AUS;2014;13.2733092979013
AUS;2015;10.7414974536876
AUS;2016;11.9163451967014
AUS;2017;13.2064145558648
AUS;2018;10.7206682323599
AUS;2019;14.0551917302357
AUS;2020;11.0236533295699
AUT;2006;6.5339135406525
AUT;2008;8.31845717490648
AUT;2009;8.50980782227114
AUT;2010;7.41526201832166
AUT;2011;8.36777904125539
AUT;2012;8.63387780924659
AUT;2013;9.89711594463616
AUT;2014;9.61992905607154
AUT;2015;8.86871864354196
AUT;2016;9.46855083056191
AUT;2017;6.74767245934208
AUT;2018;14.0503853622575
AUT;2019;9.37564940050336
AUT;2020;7.68745509361689
BEL;2006;10.8405254317664
BEL;2007;9.00793287649622
BEL;2008;12.1763711062478
BEL;2010;8.30550438864223
BEL;2011;8.74082268877953
BEL;2012;10.9078372967675
BEL;2013;9.99678039990348
BEL;2014;12.8948723406011
BEL;2015;13.6465282974473
BEL;2016;13.2738373545761
BEL;2017;12.8958822125688
BEL;2018;16.0938188165338
BEL;2019;14.382826362934
BEL;2020;16.9621814970793
CAN;2006;10.4064053104717
CAN;2007;9.58427488550713
CAN;2008;8.13035457152778
CAN;2009;10.2728485802728
CAN;2010;9.13225930484528
CAN;2011;10.4205665525197
CAN;2012;9.68489400303584
CAN;2013;10.5874015384687
CAN;2014;11.3502263295005
CAN;2015;11.6270326988318
CAN;2016;11.6169369561121
CAN;2017;7.06174209149144
CAN;2018;11.8637938557911
CAN;2019;13.585134155314
CAN;2020;15.25334399241
CZE;2006;16.9073979911526
CZE;2007;17.104243644015
CZE;2009;14.4488179178231
CZE;2010;16.1636802023492
CZE;2011;16.9955208322235
CZE;2012;15.4958796441103
CZE;2013;15.5243030753776
CZE;2014;14.8535686688934
CZE;2015;12.434820932521
CZE;2016;11.1624101755809
CZE;2017;13.0038568317098
CZE;2018;12.284954457953
CZE;2020;11.8420256606005
DNK;2006;5.96924064135795
DNK;2007;9.54792232834583
DNK;2008;6.17657696674957
DNK;2009;9.28906965556014
DNK;2010;6.51757531216425
DNK;2011;8.0586694230686
DNK;2012;8.61300497725623
DNK;2013;8.53027626594836
DNK;2014;9.83368177179015
DNK;2015;10.0010066709194
DNK;2016;8.62314460988904
DNK;2017;10.2966483237213
DNK;2018;8.19674678425456
DNK;2019;7.80981730653486
DNK;2020;9.44736324036111
FIN;2006;8.22251120064082
FIN;2008;6.28317940670779
FIN;2010;8.58939806261454
FIN;2011;11.4111944123652
FIN;2012;9.96218648857208
FIN;2013;9.028897058161
FIN;2014;8.1414339497798
FIN;2015;7.71364734896931
FIN;2016;6.29827918289594
FIN;2017;8.77656917547669
FIN;2018;7.91707151686153
FIN;2019;8.47279380276774
FIN;2020;8.94951582550199
FRA;2006;10.6968585285814
FRA;2007;15.5503647364068
FRA;2008;17.45136014527
FRA;2009;16.1017412830817
FRA;2010;13.0573341030094
FRA;2011;12.432755049786
FRA;2012;15.3186466629891
FRA;2013;12.2097996568091
FRA;2014;11.385347525666
FRA;2015;11.3624041057988
FRA;2016;13.2052749861802
FRA;2017;9.9307828303971
FRA;2018;17.0251374515074
FRA;2019;15.3467310181507
FRA;2020;12.5528286662192
DEU;2006;9.92343808288407
DEU;2007;14.8700144318857
DEU;2008;12.1475267120927
DEU;2009;12.5166715228836
DEU;2010;11.6881079738418
DEU;2011;9.83158428026375
DEU;2012;9.78694544039993
DEU;2013;12.7127537343641
DEU;2014;9.29766421221381
DEU;2015;10.5780917992071
DEU;2016;9.91292807146952
DEU;2017;9.04868862984812
DEU;2018;12.4938444525216
DEU;2019;11.7262076069918
DEU;2020;9.9847306921061
GRC;2006;15.7835436309344
GRC;2007;13.6561316051239
GRC;2009;13.6952933376833
GRC;2010;19.2762662708165
GRC;2011;24.506910661871
GRC;2012;23.5041572400969
GRC;2013;32.1636451098698
GRC;2014;24.2581713640371
GRC;2015;17.4662957400549
GRC;2016;21.6901067526229
GRC;2017;25.4389545302697
GRC;2018;17.5038433354622
GRC;2019;15.582755438345
GRC;2020;21.7096310821109
HUN;2006;20.94268719185
HUN;2007;16.4728622264108
HUN;2008;13.9868016464615
HUN;2010;17.3435810170238
HUN;2011;24.1124218348416
HUN;2012;23.7634928206082
HUN;2013;20.5500562519189
HUN;2014;18.6967734966208
HUN;2015;17.7300842382318
HUN;2016;18.9334803993042
HUN;2017;14.1416245504713
HUN;2018;17.2143546956256
HUN;2019;13.0639805047328
HUN;2020;14.7666523591305
IRL;2006;6.18533281320106
IRL;2008;7.73417587330266
IRL;2009;11.7623595368133
IRL;2010;8.84983955015206
IRL;2011;8.4714663166494
IRL;2012;10.8743857437433
IRL;2013;11.6584918778611
IRL;2014;11.0290445779889
IRL;2015;11.3716013452003
IRL;2016;8.77317699926161
IRL;2017;6.14412901449329
IRL;2018;8.96890642934437
IRL;2019;8.09523870952544
IRL;2020;9.10072239578006
ITA;2006;20.2965121191668
ITA;2007;17.2799972066403
ITA;2008;17.792771216788
ITA;2009;12.6960765135537
ITA;2010;15.0720636049288
ITA;2011;15.3431016500919
ITA;2012;21.4716530721071
ITA;2013;11.2325946061895
ITA;2014;20.4912768806202
ITA;2015;18.9750068219979
ITA;2016;19.6868049648368
ITA;2017;22.7355580778156
ITA;2018;29.5280392710064
ITA;2019;21.5034984595158
ITA;2020;16.5861521479402
JPN;2006;6.69340410384014
JPN;2007;8.68887323882458
JPN;2008;7.35257408195358
JPN;2009;7.18978540524947
JPN;2010;5.0917568927177
JPN;2011;6.52516909654472
JPN;2012;5.90697072586685
JPN;2013;6.19612279065921
JPN;2014;9.80644948241682
JPN;2015;7.54230569490375
JPN;2016;9.83483996363683
JPN;2017;8.29772486873832
JPN;2018;8.01014574425141
JPN;2019;8.84469350017237
JPN;2020;7.5748274265292
KOR;2006;19.500161227484
KOR;2007;14.9981300941942
KOR;2008;16.7211016065785
KOR;2009;12.252564225509
KOR;2010;8.92086338576348
KOR;2011;14.5624596310007
KOR;2012;14.2742024140593
KOR;2013;12.1817253683193
KOR;2014;18.3080870746854
KOR;2015;18.7734797208976
KOR;2016;16.0398321684399
KOR;2017;18.6187116459336
KOR;2018;15.3823187947366
KOR;2019;17.1840346425849
KOR;2020;16.6215477444802
MEX;2006;9.81015650072453
MEX;2007;7.87831266053418
MEX;2008;9.3236622866718
MEX;2009;6.53388264335957
MEX;2010;7.32877924479238
MEX;2011;8.15459657485968
MEX;2012;11.7691515844592
MEX;2013;7.60830574962878
MEX;2014;9.44409249561288
MEX;2015;13.0995733917292
MEX;2016;5.90973549152352
MEX;2017;9.25900586555528
MEX;2018;7.81805245840654
MEX;2019;8.20081820178839
MEX;2020;14.4506869528317
NLD;2006;6.38008902503593
NLD;2007;9.77060975018083
NLD;2008;9.1943265742142
NLD;2010;7.81357995427808
NLD;2011;6.46196658747547
NLD;2012;7.39804485664944
NLD;2013;7.89760697257347
NLD;2014;7.8768297005071
NLD;2015;8.77332381941036
NLD;2016;9.28583688656423
NLD;2017;9.32280644802672
NLD;2018;8.61302026892838
NLD;2019;9.28909392283409
NLD;2020;12.0384570962031
NZL;2006;7.70887945606623
NZL;2007;9.09475176167621
NZL;2008;10.8493967882931
NZL;2010;11.4722601969951
NZL;2011;9.67879475631994
NZL;2012;9.21931305027665
NZL;2013;7.46566303777524
NZL;2014;9.48274673703622
NZL;2015;7.86038003698659
NZL;2016;9.85012848323372
NZL;2017;9.44330900793243
NZL;2018;7.01186316202716
NZL;2019;9.11892352319372
NZL;2020;8.98881559947913
NOR;2006;7.81391045475962
NOR;2008;8.1933408223418
NOR;2012;6.79802107450108
NOR;2014;8.07048627550636
NOR;2015;8.12884736306134
NOR;2016;7.26559150263735
NOR;2017;8.53375366146598
NOR;2018;10.146322159127
NOR;2019;9.44552044350134
NOR;2020;9.19393429802421
POL;2006;21.7526371813442
POL;2007;14.4236393730986
POL;2008;16.0602033393142
POL;2009;12.9780767022346
POL;2010;11.8194225204479
POL;2011;12.3040785199898
POL;2012;10.6178356696317
POL;2013;13.8421890222006
POL;2014;14.2607800527736
POL;2015;15.9778599625443
POL;2016;11.9761117370591
POL;2017;13.02614771094
POL;2018;11.5118537348397
POL;2019;10.3456974873806
POL;2020;20.5302004625512
SVK;2006;20.3295154461849
SVK;2010;16.5624989772226
SVK;2011;21.8816349656034
SVK;2012;20.5443172461018
SVK;2013;17.6951042513934
SVK;2014;16.4446093386049
SVK;2015;15.0772077060779
SVK;2016;10.7325041541721
SVK;2017;10.9433643855626
SVK;2018;14.2540423403816
SVK;2019;13.9756238944358
SVK;2020;13.3028801485712
ESP;2006;10.5046286900429
ESP;2007;12.5779705963439
ESP;2008;12.0473108724258
ESP;2009;15.3249790785339
ESP;2010;17.0036555053699
ESP;2011;18.6431670836755
ESP;2012;19.3098625858286
ESP;2013;20.6548638623688
ESP;2014;18.5470000620627
ESP;2015;13.5488211236898
ESP;2016;17.8709261051812
ESP;2017;18.7504688605891
ESP;2018;25.1019770854643
ESP;2019;18.6329050451715
ESP;2020;14.3263658933426
SWE;2006;6.75105262947643
SWE;2007;9.27967668751875
SWE;2008;7.47769990614868
SWE;2009;6.87578285113029
SWE;2010;8.35811032740294
SWE;2011;8.53126459350532
SWE;2012;7.6150416240535
SWE;2013;8.5478309579312
SWE;2014;10.3992696623499
SWE;2015;8.44565574647104
SWE;2016;9.23421403997369
SWE;2017;8.69169987156299
SWE;2018;7.99536772051428
SWE;2019;8.99833236322399
SWE;2020;11.3296422751792
TUR;2007;23.8588723469854
TUR;2008;20.9485794646163
TUR;2009;24.0520444384234
TUR;2010;24.0146563859781
TUR;2011;26.8429596383786
TUR;2012;23.6595735071835
TUR;2013;26.2633869981781
TUR;2014;31.6668862637888
TUR;2015;32.9145865993184
TUR;2016;33.1890545737834
TUR;2017;22.3081634729763
TUR;2018;28.6622462566228
TUR;2019;31.312278130167
TUR;2020;39.871946054101
GBR;2006;9.90740666135777
GBR;2007;12.4153103925667
GBR;2008;12.8294872737702
GBR;2009;10.834696038651
GBR;2010;8.70426554930554
GBR;2011;8.97353622666735
GBR;2012;9.38862840854399
GBR;2013;16.1474425943261
GBR;2014;11.2675005528824
GBR;2015;11.5570553532372
GBR;2016;11.5057940661275
GBR;2017;8.61642185269733
GBR;2018;8.65532634447397
GBR;2019;11.1798066740877
GBR;2020;11.3410967171774
USA;2006;13.8981898156604
USA;2007;10.845675793831
USA;2008;9.44147154775989
USA;2009;12.9540956124686
USA;2010;11.0821064831044
USA;2011;14.364648526256
USA;2012;12.7455408027369
USA;2013;12.8289335454328
USA;2014;12.9645500749468
USA;2015;13.9065826231086
USA;2016;13.9391392992589
USA;2017;13.4239102833632
USA;2018;13.4594525386217
USA;2019;12.0650574652455
USA;2020;13.8072547176783
CHL;2006;17.3893752661152
CHL;2007;17.7629251474877
CHL;2008;18.4041775587207
CHL;2009;14.0648552754978
CHL;2010;14.5421574952134
CHL;2011;16.0734256938948
CHL;2012;13.9684112092925
CHL;2013;12.9321754381736
CHL;2014;11.9493247835048
CHL;2015;17.079874695294
CHL;2016;11.7469071662058
CHL;2017;13.6740517479954
CHL;2018;13.7518924665336
CHL;2019;17.3966937616474
CHL;2020;16.7002983677672
EST;2006;17.4799443990924
EST;2007;16.018678363176
EST;2008;17.8741177413026
EST;2009;19.3036390254364
EST;2011;13.3986212272237
EST;2012;15.3178310568914
EST;2013;14.5544869504211
EST;2014;14.8506487198069
EST;2015;13.0195810018692
EST;2016;11.7912555339342
EST;2017;9.82336055632566
EST;2018;9.94726374349489
EST;2019;8.9079428911899
EST;2020;9.13990849850436
ISR;2006;19.1653890460247
ISR;2007;18.2477327487111
ISR;2008;19.3061150692308
ISR;2009;18.7895624624033
ISR;2010;19.7430627041414
ISR;2011;20.1370558630136
ISR;2012;17.8003891203628
ISR;2013;22.0021721474467
ISR;2014;17.225252817541
ISR;2015;15.7310970892208
ISR;2016;17.6550055209141
ISR;2017;17.1760245703061
ISR;2018;18.8895406273122
ISR;2019;14.5357744128781
ISR;2020;15.1034131328984
LTU;2006;20.8395839560153
LTU;2007;25.5274649463373
LTU;2008;22.7790441252918
LTU;2009;23.6393499377243
LTU;2010;26.3034001058263
LTU;2011;24.5599210440846
LTU;2012;21.0016714059741
LTU;2013;24.0220573946096
LTU;2014;23.7098997365363
LTU;2015;20.5905376527591
LTU;2016;19.0430617639016
LTU;2017;13.3040274179906
LTU;2018;17.2537135021096
LTU;2019;13.5058741957634
LTU;2020;11.8939894573995
RUS;2006;19.6911063938958
RUS;2007;17.1663539967889
RUS;2008;14.7834244128343
RUS;2009;15.3982281548846
RUS;2010;14.4897558933936
RUS;2011;12.4186836382837
RUS;2012;14.8284757984371
RUS;2013;13.6318529902315
RUS;2014;11.2197764963271
RUS;2015;10.5174156514583
RUS;2016;11.2822088130876
RUS;2017;13.2642543154004
RUS;2018;15.3197714136706
RUS;2019;14.8035620878002
RUS;2020;16.662768070631
SVN;2006;16.8633450590048
SVN;2009;21.2812969477152
SVN;2010;16.8523162036046
SVN;2011;16.4949865021223
SVN;2012;19.337654442507
SVN;2013;17.9148308636733
SVN;2014;19.524594181571
SVN;2015;17.780199451663
SVN;2016;16.9024192018462
SVN;2017;17.4596431162776
SVN;2018;17.8413792358331
SVN;2019;11.8441558101696
SVN;2020;15.7937981510149
ISL;2008;7.1339338541901
ISL;2012;5.49670977417784
ISL;2013;8.78641831964127
ISL;2015;10.2481303971769
ISL;2016;5.29119925669397
ISL;2017;4.91814038163302
ISL;2019;8.19012724737153
ISL;2020;8.35945979950104
BRA;2006;15.2413237446632
BRA;2007;10.9044236251147
BRA;2008;12.653955240066
BRA;2009;11.9446176771153
BRA;2010;11.025773119028
BRA;2011;12.8820026380676
BRA;2012;15.2663425454329
BRA;2013;12.2678097396765
BRA;2014;12.487403847524
BRA;2015;16.2176179114836
BRA;2016;13.220558603455
BRA;2017;16.2275240717039
BRA;2018;18.1405163382889
BRA;2019;16.9592414443348
BRA;2020;20.7325429436449
LVA;2006;18.0896870997054
LVA;2007;15.3957620145141
LVA;2008;15.9006577176859
LVA;2009;21.2600823767163
LVA;2011;18.1633301383174
LVA;2012;14.5996705039677
LVA;2013;16.9430268374685
LVA;2014;17.9933083827155
LVA;2015;17.281031473235
LVA;2016;16.1806097919381
LVA;2017;17.963137078143
LVA;2018;17.4490758303175
LVA;2019;16.5184793250675
LVA;2020;12.327763298863
CRI;2006;10.6243574199547
CRI;2007;8.13010436681061
CRI;2008;8.74233036676422
CRI;2009;5.37382841101292
CRI;2010;4.51346029834136
CRI;2011;10.4680770671546
CRI;2012;7.89698002278206
CRI;2013;9.79594707582432
CRI;2014;11.8300068807914
CRI;2015;13.3639748050528
CRI;2016;10.8429316284913
CRI;2017;10.0837567717948
CRI;2018;12.6940783058524
CRI;2019;11.2343205942152
CRI;2020;17.2385987878606
LUX;2008;11.9497165773648
LUX;2010;10.0143979464486
LUX;2011;9.39691053606128
LUX;2012;11.1865676248166
LUX;2013;15.6296075836001
LUX;2014;8.76347349095177
LUX;2015;8.45178107972864
LUX;2016;10.2432614635145
LUX;2017;9.8310406825619
LUX;2018;11.8065731864883
LUX;2019;7.56049535000531
COL;2006;15.086612722659
COL;2007;12.4796392982712
COL;2008;16.2834471062304
COL;2009;12.0796094744882
COL;2010;12.282124294195
COL;2011;13.8373699944023
COL;2012;11.0763648712271
COL;2013;12.002354683817
COL;2014;10.8473621023483
COL;2015;11.9088756088262
COL;2016;13.593910072458
COL;2017;12.9850598092196
COL;2018;13.3713206307983
COL;2019;13.4832267621744
COL;2020;14.9642218742815
ZAF;2006;12.8860573721966
ZAF;2007;16.6561013159431
ZAF;2008;13.4534992486659
ZAF;2009;10.8853545665943
ZAF;2010;8.40453366794035
ZAF;2011;11.716315328988
ZAF;2012;10.1272304463976
ZAF;2013;11.0406827280929
ZAF;2014;10.1433328195021
ZAF;2015;5.22251143123102
ZAF;2016;14.8419324795611
ZAF;2017;10.4512752108934
ZAF;2018;13.0614300214372
ZAF;2019;11.3369849131115
ZAF;2020;11.5678297247075
CHE;2006;9.47928762931778
CHE;2009;9.48002364073167
CHE;2012;7.34090289874129
CHE;2014;9.02823374034792
CHE;2015;8.46795001205833
CHE;2016;11.0895032933845
CHE;2017;7.57988231808386
CHE;2018;10.4193574663332
CHE;2019;5.53655048172623
CHE;2020;6.95953960336176
PRT;2006;17.1015942407643
PRT;2008;19.5115898609185
PRT;2009;16.0914960266624
PRT;2010;16.4000522304842
PRT;2011;16.119075745846
PRT;2012;20.8605332262995
PRT;2013;19.839083217431
PRT;2014;20.6518416070895
PRT;2015;23.9333362940785
PRT;2016;18.1408705450164
PRT;2017;19.1390492903682
PRT;2018;18.3326531302742
PRT;2019;16.8070967203566
PRT;2020;21.5563572512768